Timestamp,ISOTime,FPS,MemoryMB,CPUPercent,LatencyMS,DataPoints,Status
1762773494287,2025-11-10 11:18:14,49.22,119.09,18.27,32.96,10000,Running
1762773494387,2025-11-10 11:18:14,49.56,119.26,10.78,36.17,10000,Running
1762773494487,2025-11-10 11:18:14,49.78,119.73,12.30,40.00,10000,Running
1762773494587,2025-11-10 11:18:14,48.45,117.47,20.90,37.60,10000,Running
1762773494687,2025-11-10 11:18:14,46.83,116.23,17.79,35.78,10000,Running
1762773494787,2025-11-10 11:18:14,49.68,120.36,14.46,36.75,10000,Running
1762773494887,2025-11-10 11:18:14,53.78,121.39,13.01,24.75,10000,Running
1762773494987,2025-11-10 11:18:14,44.73,120.44,16.35,42.88,10000,Running
1762773495087,2025-11-10 11:18:15,49.06,115.43,18.50,34.25,10000,Running
1762773495187,2025-11-10 11:18:15,46.38,118.50,20.78,25.15,10000,Running
1762773495287,2025-11-10 11:18:15,55.20,122.24,21.10,31.61,10000,Running
1762773495387,2025-11-10 11:18:15,54.72,115.74,12.37,29.78,10000,Running
1762773495487,2025-11-10 11:18:15,47.80,116.73,17.46,24.05,10000,Running
1762773495587,2025-11-10 11:18:15,48.58,126.07,20.21,31.51,10000,Running
1762773495687,2025-11-10 11:18:15,52.22,122.38,13.45,38.19,10000,Running
1762773495787,2025-11-10 11:18:15,51.10,118.49,25.72,31.04,10000,Running
1762773495887,2025-11-10 11:18:15,52.81,120.02,14.58,38.29,10000,Running
1762773495987,2025-11-10 11:18:15,48.78,120.44,16.27,31.85,10000,Running
1762773496087,2025-11-10 11:18:16,49.67,121.06,14.07,34.10,10000,Running
1762773496187,2025-11-10 11:18:16,53.10,123.86,10.92,24.19,10000,Running
1762773496287,2025-11-10 11:18:16,48.44,122.90,13.99,37.76,10000,Running
1762773496387,2025-11-10 11:18:16,51.41,119.91,14.10,27.97,10000,Running
1762773496487,2025-11-10 11:18:16,50.52,119.50,11.10,38.67,10000,Running
1762773496587,2025-11-10 11:18:16,50.21,121.30,13.42,33.38,10000,Running
1762773496687,2025-11-10 11:18:16,51.87,123.74,14.53,31.53,10000,Running
1762773496787,2025-11-10 11:18:16,47.84,120.56,17.68,33.38,10000,Running
1762773496887,2025-11-10 11:18:16,49.73,116.11,12.02,15.31,10000,Running
1762773496987,2025-11-10 11:18:16,52.50,119.13,12.44,35.03,10000,Running
1762773497087,2025-11-10 11:18:17,47.69,121.97,16.39,24.95,10000,Running
1762773497187,2025-11-10 11:18:17,52.42,118.38,12.86,34.26,10000,Running
1762773497287,2025-11-10 11:18:17,51.48,115.51,13.75,40.43,10000,Running
1762773497387,2025-11-10 11:18:17,52.97,119.88,11.53,25.91,10000,Running
1762773497487,2025-11-10 11:18:17,50.86,120.65,18.72,50.03,10000,Running
1762773497587,2025-11-10 11:18:17,52.77,121.16,22.26,34.57,10000,Running
1762773497687,2025-11-10 11:18:17,47.98,119.82,14.90,23.46,10000,Running
1762773497787,2025-11-10 11:18:17,47.41,117.48,15.54,31.61,10000,Running
1762773497887,2025-11-10 11:18:17,51.96,118.50,16.56,29.25,10000,Running
1762773497987,2025-11-10 11:18:17,50.69,119.25,9.82,31.57,10000,Running
1762773498087,2025-11-10 11:18:18,57.30,116.08,24.26,30.81,10000,Running
1762773498187,2025-11-10 11:18:18,53.75,117.81,9.70,32.60,10000,Running
1762773498287,2025-11-10 11:18:18,48.92,119.27,20.62,35.59,10000,Running
1762773498387,2025-11-10 11:18:18,52.01,122.13,13.67,27.07,10000,Running
1762773498487,2025-11-10 11:18:18,57.49,123.37,12.57,14.53,10000,Running
1762773498587,2025-11-10 11:18:18,54.62,118.55,14.74,27.08,10000,Running
1762773498687,2025-11-10 11:18:18,50.83,121.30,14.34,33.68,10000,Running
1762773498787,2025-11-10 11:18:18,48.91,118.91,14.67,36.35,10000,Running
1762773498887,2025-11-10 11:18:18,55.35,122.48,14.86,33.75,10000,Running
1762773498987,2025-11-10 11:18:18,53.02,118.45,14.57,21.81,10000,Running
1762773499087,2025-11-10 11:18:19,54.60,117.76,12.77,30.51,10000,Running
1762773499187,2025-11-10 11:18:19,48.77,123.61,9.97,34.55,10000,Running
1762773499287,2025-11-10 11:18:19,57.41,117.35,5.00,26.97,10000,Running
1762773499387,2025-11-10 11:18:19,56.74,120.29,20.86,45.69,10000,Running
1762773499487,2025-11-10 11:18:19,48.15,121.43,17.93,18.74,10000,Running
1762773499587,2025-11-10 11:18:19,52.42,123.38,16.79,22.62,10000,Running
1762773499687,2025-11-10 11:18:19,55.98,122.72,11.62,38.31,10000,Running
1762773499787,2025-11-10 11:18:19,50.70,116.04,16.95,41.72,10000,Running
1762773499887,2025-11-10 11:18:19,53.14,120.24,14.73,36.96,10000,Running
1762773499987,2025-11-10 11:18:19,56.64,120.16,16.18,39.93,10000,Running
1762773500087,2025-11-10 11:18:20,51.43,119.57,21.40,30.55,10000,Running
1762773500187,2025-11-10 11:18:20,48.79,120.10,19.10,21.42,10000,Running
1762773500287,2025-11-10 11:18:20,54.36,122.90,14.26,28.37,10000,Running
1762773500387,2025-11-10 11:18:20,53.82,119.17,21.56,30.10,10000,Running
1762773500487,2025-11-10 11:18:20,48.27,121.42,21.17,24.87,10000,Running
1762773500587,2025-11-10 11:18:20,51.77,123.65,18.52,20.75,10000,Running
1762773500687,2025-11-10 11:18:20,55.07,121.13,15.18,35.94,10000,Running
1762773500787,2025-11-10 11:18:20,55.52,118.67,5.76,42.76,10000,Running
1762773500887,2025-11-10 11:18:20,55.57,120.28,17.92,41.89,10000,Running
1762773500987,2025-11-10 11:18:20,54.27,119.68,10.15,24.17,10000,Running
1762773501087,2025-11-10 11:18:21,50.98,119.93,15.13,29.11,10000,Paused
1762773501187,2025-11-10 11:18:21,52.95,121.46,11.14,32.48,10000,Running
1762773501287,2025-11-10 11:18:21,53.26,123.27,14.57,28.93,10000,Running
1762773501387,2025-11-10 11:18:21,55.42,116.82,10.25,26.12,10000,Running
1762773501487,2025-11-10 11:18:21,52.83,121.52,13.82,48.61,10000,Running
1762773501587,2025-11-10 11:18:21,51.33,118.49,21.54,29.26,10000,Running
1762773501687,2025-11-10 11:18:21,53.20,119.02,13.79,43.83,10000,Running
1762773501787,2025-11-10 11:18:21,55.59,121.86,13.72,22.31,10000,Running
1762773501887,2025-11-10 11:18:21,52.64,120.75,17.24,46.40,10000,Running
1762773501987,2025-11-10 11:18:21,55.01,119.46,13.05,42.70,10000,Running
1762773502087,2025-11-10 11:18:22,56.05,120.67,14.08,42.41,10000,Running
1762773502187,2025-11-10 11:18:22,56.62,123.60,19.94,19.90,10000,Running
1762773502287,2025-11-10 11:18:22,53.58,124.63,19.33,28.89,10000,Running
1762773502387,2025-11-10 11:18:22,57.44,121.19,16.94,40.08,10000,Running
1762773502487,2025-11-10 11:18:22,55.23,120.65,16.92,26.96,10000,Running
1762773502587,2025-11-10 11:18:22,63.79,121.67,28.58,15.25,10000,Running
1762773502687,2025-11-10 11:18:22,56.01,120.75,17.53,15.58,10000,Running
1762773502787,2025-11-10 11:18:22,64.67,118.08,30.14,26.64,10000,Running
1762773502887,2025-11-10 11:18:22,59.28,119.74,16.45,43.98,10000,Running
1762773502987,2025-11-10 11:18:22,64.00,121.21,11.14,21.07,10000,Running
1762773503087,2025-11-10 11:18:23,55.24,121.33,21.84,41.29,10000,Running
1762773503187,2025-11-10 11:18:23,56.80,120.54,17.30,22.90,10000,Running
1762773503287,2025-11-10 11:18:23,55.88,124.13,16.66,26.79,10000,Running
1762773503387,2025-11-10 11:18:23,57.90,121.54,17.96,30.07,10000,Running
1762773503487,2025-11-10 11:18:23,57.84,117.21,14.92,42.69,10000,Running
1762773503587,2025-11-10 11:18:23,56.76,119.55,15.10,20.26,10000,Running
1762773503687,2025-11-10 11:18:23,62.00,120.66,24.89,46.23,10000,Running
1762773503787,2025-11-10 11:18:23,59.22,123.48,22.85,24.04,10000,Running
1762773503887,2025-11-10 11:18:23,59.19,119.79,18.21,40.72,10000,Running
1762773503987,2025-11-10 11:18:23,64.26,123.67,24.43,32.65,10000,Running
1762773504087,2025-11-10 11:18:24,57.67,120.61,20.83,32.98,10000,Running
1762773504187,2025-11-10 11:18:24,63.44,118.60,21.09,49.94,10000,Running
1762773504287,2025-11-10 11:18:24,64.33,119.73,16.06,38.31,10000,Running
1762773504387,2025-11-10 11:18:24,56.81,118.17,20.62,33.01,10000,Running
1762773504487,2025-11-10 11:18:24,63.01,121.39,22.12,36.80,10000,Running
1762773504587,2025-11-10 11:18:24,55.62,122.73,21.81,33.74,10000,Running
1762773504687,2025-11-10 11:18:24,60.71,121.88,19.51,44.47,10000,Running
1762773504787,2025-11-10 11:18:24,65.27,121.07,25.96,25.70,10000,Running
1762773504887,2025-11-10 11:18:24,59.70,121.55,17.17,18.65,10000,Running
1762773504987,2025-11-10 11:18:24,62.24,120.00,23.62,35.14,10000,Running
1762773505087,2025-11-10 11:18:25,63.65,118.47,15.10,31.87,10000,Running
1762773505187,2025-11-10 11:18:25,58.35,118.23,20.12,28.49,10000,Running
1762773505287,2025-11-10 11:18:25,57.81,121.46,18.39,37.05,10000,Running
1762773505387,2025-11-10 11:18:25,63.36,124.06,16.76,34.07,10000,Running
1762773505487,2025-11-10 11:18:25,66.91,124.99,17.04,26.52,10000,Running
1762773505587,2025-11-10 11:18:25,64.98,123.71,25.43,47.54,10000,Running
1762773505687,2025-11-10 11:18:25,63.12,119.36,20.93,20.45,10000,Running
1762773505787,2025-11-10 11:18:25,69.49,118.88,24.35,23.09,10000,Running
1762773505887,2025-11-10 11:18:25,62.70,122.19,28.59,26.41,10000,Running
1762773505987,2025-11-10 11:18:25,64.50,122.69,14.28,25.77,10000,Running
1762773506087,2025-11-10 11:18:26,63.65,125.05,18.61,25.40,10000,Running
1762773506187,2025-11-10 11:18:26,68.70,120.16,15.58,26.97,10000,Running
1762773506287,2025-11-10 11:18:26,65.99,123.17,22.18,37.09,10000,Running
1762773506387,2025-11-10 11:18:26,66.16,123.50,30.45,39.71,10000,Running
1762773506487,2025-11-10 11:18:26,64.13,121.31,32.81,31.29,10000,Running
1762773506587,2025-11-10 11:18:26,66.46,122.27,23.44,35.10,10000,Running
1762773506687,2025-11-10 11:18:26,67.01,122.99,22.48,31.31,10000,Running
1762773506787,2025-11-10 11:18:26,67.82,123.51,26.16,34.34,10000,Running
1762773506887,2025-11-10 11:18:26,69.09,124.26,14.61,35.36,10000,Running
1762773506987,2025-11-10 11:18:26,65.23,125.52,26.08,25.12,10000,Running
1762773507087,2025-11-10 11:18:27,63.91,120.39,24.98,21.59,10000,Running
1762773507187,2025-11-10 11:18:27,68.14,122.74,26.16,5.56,10000,Running
1762773507287,2025-11-10 11:18:27,63.93,122.86,23.45,28.04,10000,Running
1762773507387,2025-11-10 11:18:27,64.20,123.76,27.87,49.10,10000,Running
1762773507487,2025-11-10 11:18:27,70.98,127.31,32.15,36.21,10000,Running
1762773507587,2025-11-10 11:18:27,71.27,122.51,22.56,50.11,10000,Running
1762773507687,2025-11-10 11:18:27,67.76,122.93,28.07,39.45,10000,Running
1762773507787,2025-11-10 11:18:27,66.42,124.10,23.75,40.34,10000,Running
1762773507887,2025-11-10 11:18:27,64.22,119.98,25.56,25.39,10000,Running
1762773507987,2025-11-10 11:18:27,68.67,123.56,27.09,35.30,10000,Running
1762773508087,2025-11-10 11:18:28,64.00,122.15,30.35,31.35,10000,Running
1762773508187,2025-11-10 11:18:28,67.99,118.32,29.36,26.46,10000,Running
1762773508287,2025-11-10 11:18:28,68.40,119.85,29.73,49.17,10000,Running
1762773508387,2025-11-10 11:18:28,68.81,119.46,30.16,39.66,10000,Running
1762773508487,2025-11-10 11:18:28,67.95,122.30,33.85,25.58,10000,Running
1762773508587,2025-11-10 11:18:28,68.78,121.25,20.27,29.55,10000,Running
1762773508687,2025-11-10 11:18:28,71.60,122.11,31.02,20.40,10000,Running
1762773508787,2025-11-10 11:18:28,68.06,118.28,29.78,20.33,10000,Running
1762773508887,2025-11-10 11:18:28,68.49,120.06,32.14,31.32,10000,Running
1762773508987,2025-11-10 11:18:28,69.41,123.08,28.97,48.40,10000,Running
1762773509087,2025-11-10 11:18:29,68.52,120.64,33.29,24.26,10000,Running
1762773509187,2025-11-10 11:18:29,70.41,120.94,26.23,28.84,10000,Running
1762773509287,2025-11-10 11:18:29,69.37,117.82,26.28,35.46,10000,Running
1762773509387,2025-11-10 11:18:29,66.57,121.86,31.07,30.50,10000,Running
1762773509487,2025-11-10 11:18:29,70.68,124.15,30.87,36.82,10000,Running
1762773509587,2025-11-10 11:18:29,69.07,120.47,29.87,34.15,10000,Running
1762773509687,2025-11-10 11:18:29,65.43,120.17,27.40,30.93,10000,Running
1762773509787,2025-11-10 11:18:29,73.39,120.81,31.76,41.08,10000,Running
1762773509887,2025-11-10 11:18:29,66.83,118.54,25.73,20.97,10000,Running
1762773509987,2025-11-10 11:18:29,68.99,119.26,25.12,28.87,10000,Running
1762773510087,2025-11-10 11:18:30,66.15,119.70,33.84,33.10,10000,Running
1762773510187,2025-11-10 11:18:30,69.45,117.63,30.83,41.95,10000,Running
1762773510287,2025-11-10 11:18:30,72.76,117.81,19.37,33.86,10000,Running
1762773510387,2025-11-10 11:18:30,68.36,121.17,30.22,38.13,10000,Running
1762773510487,2025-11-10 11:18:30,68.09,119.96,27.52,48.54,10000,Running
1762773510587,2025-11-10 11:18:30,73.71,118.24,35.68,16.71,10000,Running
1762773510687,2025-11-10 11:18:30,66.68,120.43,33.19,33.91,10000,Running
1762773510787,2025-11-10 11:18:30,68.03,119.24,30.44,26.26,10000,Running
1762773510887,2025-11-10 11:18:30,69.33,119.98,25.02,41.64,10000,Running
1762773510987,2025-11-10 11:18:30,72.13,121.65,29.00,28.17,10000,Running
1762773511087,2025-11-10 11:18:31,65.02,118.34,35.86,24.24,10000,Running
1762773511187,2025-11-10 11:18:31,65.24,122.42,22.14,40.34,10000,Running
1762773511287,2025-11-10 11:18:31,71.81,118.32,25.74,29.80,10000,Running
1762773511387,2025-11-10 11:18:31,72.32,123.25,29.59,32.50,10000,Running
1762773511487,2025-11-10 11:18:31,70.05,121.92,32.59,24.14,10000,Running
1762773511587,2025-11-10 11:18:31,66.75,121.62,38.14,31.47,10000,Running
1762773511687,2025-11-10 11:18:31,70.18,121.64,33.03,21.32,10000,Running
1762773511787,2025-11-10 11:18:31,72.50,118.79,34.31,19.84,10000,Running
1762773511887,2025-11-10 11:18:31,73.54,118.72,36.37,35.54,10000,Running
1762773511987,2025-11-10 11:18:31,68.62,121.60,24.99,49.26,10000,Running
1762773512087,2025-11-10 11:18:32,73.18,121.72,39.54,42.72,10000,Running
1762773512187,2025-11-10 11:18:32,68.63,120.52,34.38,35.48,10000,Running
1762773512287,2025-11-10 11:18:32,68.72,120.06,37.34,29.10,10000,Running
1762773512387,2025-11-10 11:18:32,74.67,119.82,33.34,36.11,10000,Running
1762773512487,2025-11-10 11:18:32,69.29,117.59,35.51,26.50,10000,Running
1762773512587,2025-11-10 11:18:32,69.23,121.15,33.56,27.64,10000,Running
1762773512687,2025-11-10 11:18:32,72.86,119.67,34.13,37.85,10000,Running
1762773512787,2025-11-10 11:18:32,65.09,119.18,37.95,38.58,10000,Running
1762773512887,2025-11-10 11:18:32,72.54,116.62,37.98,36.42,10000,Running
1762773512987,2025-11-10 11:18:32,70.83,117.97,44.21,42.69,10000,Running
1762773513087,2025-11-10 11:18:33,71.05,122.48,39.85,40.68,10000,Running
1762773513187,2025-11-10 11:18:33,69.56,119.22,35.74,35.30,10000,Running
1762773513287,2025-11-10 11:18:33,70.40,119.97,40.69,44.19,10000,Running
1762773513387,2025-11-10 11:18:33,72.33,119.58,38.80,27.99,10000,Running
1762773513487,2025-11-10 11:18:33,66.78,119.59,32.46,24.78,10000,Running
1762773513587,2025-11-10 11:18:33,68.97,118.53,31.28,47.64,10000,Running
1762773513687,2025-11-10 11:18:33,71.99,120.06,35.69,46.61,10000,Running
1762773513787,2025-11-10 11:18:33,66.33,117.04,33.16,39.65,10000,Running
1762773513887,2025-11-10 11:18:33,70.42,116.70,30.86,26.54,10000,Running
1762773513987,2025-11-10 11:18:33,63.74,116.53,33.28,31.67,10000,Running
1762773514087,2025-11-10 11:18:34,71.85,116.40,32.84,37.70,10000,Running
1762773514187,2025-11-10 11:18:34,72.97,118.19,35.64,48.23,10000,Running
1762773514287,2025-11-10 11:18:34,72.40,118.10,37.23,49.41,10000,Running
1762773514387,2025-11-10 11:18:34,72.73,116.48,37.64,30.15,10000,Running
1762773514487,2025-11-10 11:18:34,69.09,120.64,41.47,48.32,10000,Running
1762773514587,2025-11-10 11:18:34,70.44,119.99,38.65,43.54,10000,Running
1762773514687,2025-11-10 11:18:34,69.68,116.20,40.39,46.14,10000,Running
1762773514787,2025-11-10 11:18:34,59.13,120.45,38.62,47.71,10000,Running
1762773514887,2025-11-10 11:18:34,67.28,115.72,30.92,36.55,10000,Running
1762773514987,2025-11-10 11:18:34,62.82,119.84,40.55,39.58,10000,Running
1762773515087,2025-11-10 11:18:35,65.79,120.57,36.33,33.10,10000,Running
1762773515187,2025-11-10 11:18:35,69.61,120.22,41.72,44.35,10000,Running
1762773515287,2025-11-10 11:18:35,68.97,116.57,38.56,27.48,10000,Running
1762773515387,2025-11-10 11:18:35,66.15,117.02,37.49,17.87,10000,Running
1762773515487,2025-11-10 11:18:35,65.94,119.71,42.28,46.18,10000,Running
1762773515587,2025-11-10 11:18:35,65.92,118.04,37.03,41.17,10000,Running
1762773515687,2025-11-10 11:18:35,67.05,117.47,36.80,44.75,10000,Running
1762773515787,2025-11-10 11:18:35,66.67,117.98,33.77,34.31,10000,Running
1762773515887,2025-11-10 11:18:35,63.57,118.08,40.55,32.07,10000,Running
1762773515987,2025-11-10 11:18:35,66.86,115.71,40.89,50.21,10000,Running
1762773516087,2025-11-10 11:18:36,74.37,119.78,42.04,26.27,10000,Running
1762773516187,2025-11-10 11:18:36,67.69,120.68,42.42,42.03,10000,Running
1762773516287,2025-11-10 11:18:36,61.66,120.37,38.57,42.48,10000,Running
1762773516387,2025-11-10 11:18:36,64.21,117.83,39.25,31.12,10000,Running
1762773516487,2025-11-10 11:18:36,66.69,120.89,39.66,37.28,10000,Running
1762773516587,2025-11-10 11:18:36,65.32,116.92,36.89,40.73,10000,Running
1762773516687,2025-11-10 11:18:36,63.27,117.92,39.19,53.23,10000,Running
1762773516787,2025-11-10 11:18:36,61.93,117.80,38.85,43.13,10000,Running
1762773516887,2025-11-10 11:18:36,60.66,114.69,45.38,35.45,10000,Running
1762773516987,2025-11-10 11:18:36,69.45,118.22,42.64,40.87,10000,Running
1762773517087,2025-11-10 11:18:37,67.77,116.43,35.96,41.45,10000,Running
1762773517187,2025-11-10 11:18:37,61.80,115.35,43.11,55.95,10000,Running
1762773517287,2025-11-10 11:18:37,66.68,115.08,38.26,37.20,10000,Running
1762773517387,2025-11-10 11:18:37,59.64,117.18,41.80,50.92,10000,Running
1762773517487,2025-11-10 11:18:37,58.61,117.83,45.57,42.35,10000,Running
1762773517587,2025-11-10 11:18:37,61.61,117.50,40.88,45.35,10000,Running
1762773517687,2025-11-10 11:18:37,58.49,116.03,40.58,54.58,10000,Running
1762773517787,2025-11-10 11:18:37,66.27,116.49,40.06,23.55,10000,Running
1762773517887,2025-11-10 11:18:37,65.74,118.62,44.19,36.20,10000,Running
1762773517987,2025-11-10 11:18:37,65.27,116.27,39.23,42.57,10000,Running
1762773518087,2025-11-10 11:18:38,61.18,117.13,44.91,40.22,10000,Running
1762773518187,2025-11-10 11:18:38,57.78,119.52,49.33,53.66,10000,Running
1762773518287,2025-11-10 11:18:38,66.71,115.08,36.03,43.52,10000,Running
1762773518387,2025-11-10 11:18:38,62.77,115.13,44.62,42.15,10000,Running
1762773518487,2025-11-10 11:18:38,59.41,119.21,40.19,23.56,10000,Running
1762773518587,2025-11-10 11:18:38,62.73,116.54,34.63,54.00,10000,Running
1762773518687,2025-11-10 11:18:38,56.60,114.94,37.17,53.17,10000,Running
1762773518787,2025-11-10 11:18:38,59.42,118.84,37.31,32.17,10000,Running
1762773518887,2025-11-10 11:18:38,58.92,115.98,42.25,47.52,10000,Running
1762773518987,2025-11-10 11:18:38,62.36,114.26,43.04,58.16,10000,Running
1762773519087,2025-11-10 11:18:39,56.33,115.25,48.21,39.50,10000,Running
1762773519187,2025-11-10 11:18:39,60.97,115.34,46.07,35.06,10000,Running
1762773519287,2025-11-10 11:18:39,60.48,113.22,45.11,44.65,10000,Running
1762773519387,2025-11-10 11:18:39,57.80,117.74,48.35,57.36,10000,Running
1762773519487,2025-11-10 11:18:39,58.28,116.85,47.25,44.42,10000,Running
1762773519587,2025-11-10 11:18:39,62.33,114.90,44.12,43.70,10000,Running
1762773519687,2025-11-10 11:18:39,61.70,120.77,44.59,46.14,10000,Running
1762773519787,2025-11-10 11:18:39,64.93,114.47,45.31,37.62,10000,Running
1762773519887,2025-11-10 11:18:39,62.44,118.07,47.59,42.89,10000,Running
1762773519987,2025-11-10 11:18:39,57.71,113.68,44.13,36.02,10000,Running
1762773520087,2025-11-10 11:18:40,57.22,117.60,37.47,38.87,10000,Running
1762773520187,2025-11-10 11:18:40,53.42,116.78,40.54,41.40,10000,Running
1762773520287,2025-11-10 11:18:40,59.97,115.79,38.12,34.38,10000,Running
1762773520387,2025-11-10 11:18:40,56.24,116.96,38.12,54.10,10000,Running
1762773520487,2025-11-10 11:18:40,55.85,113.56,44.17,44.66,10000,Running
1762773520587,2025-11-10 11:18:40,61.17,115.67,48.44,43.27,10000,Running
1762773520687,2025-11-10 11:18:40,61.72,115.17,40.42,33.53,10000,Running
1762773520787,2025-11-10 11:18:40,50.32,113.42,44.65,50.29,10000,Running
1762773520887,2025-11-10 11:18:40,59.50,116.91,41.21,52.99,10000,Running
1762773520987,2025-11-10 11:18:40,59.53,111.83,38.36,57.89,10000,Running
1762773521087,2025-11-10 11:18:41,56.93,114.62,48.84,57.72,10000,Running
1762773521187,2025-11-10 11:18:41,57.99,114.03,45.72,48.41,10000,Running
1762773521287,2025-11-10 11:18:41,58.21,113.12,43.06,46.71,10000,Running
1762773521387,2025-11-10 11:18:41,56.19,116.83,45.18,49.26,10000,Running
1762773521487,2025-11-10 11:18:41,54.04,112.57,52.34,39.10,10000,Running
1762773521587,2025-11-10 11:18:41,52.43,111.13,41.89,48.64,10000,Running
1762773521687,2025-11-10 11:18:41,54.53,113.98,42.27,35.27,10000,Running
1762773521787,2025-11-10 11:18:41,57.20,111.14,44.91,41.47,10000,Running
1762773521887,2025-11-10 11:18:41,52.73,113.74,40.36,38.36,10000,Running
1762773521987,2025-11-10 11:18:41,50.50,117.16,46.70,54.38,10000,Running
1762773522087,2025-11-10 11:18:42,53.45,111.48,45.21,54.90,10000,Running
1762773522187,2025-11-10 11:18:42,53.88,115.47,50.75,48.25,10000,Running
1762773522287,2025-11-10 11:18:42,54.89,112.33,42.29,43.20,10000,Running
1762773522387,2025-11-10 11:18:42,52.90,117.30,45.10,44.71,10000,Running
1762773522487,2025-11-10 11:18:42,53.35,110.77,49.32,54.91,10000,Running
1762773522587,2025-11-10 11:18:42,49.94,113.62,43.31,47.19,10000,Running
1762773522687,2025-11-10 11:18:42,56.18,114.29,50.32,46.10,10000,Running
1762773522787,2025-11-10 11:18:42,54.17,112.40,45.41,53.65,10000,Running
1762773522887,2025-11-10 11:18:42,50.86,111.84,47.42,57.24,10000,Running
1762773522987,2025-11-10 11:18:42,48.59,111.71,43.31,51.43,10000,Running
1762773523087,2025-11-10 11:18:43,52.66,112.04,42.50,51.48,10000,Running
1762773523187,2025-11-10 11:18:43,56.11,111.83,40.23,56.42,10000,Running
1762773523287,2025-11-10 11:18:43,56.04,110.25,42.79,51.99,10000,Running
1762773523387,2025-11-10 11:18:43,55.95,105.84,38.56,56.33,10000,Running
1762773523487,2025-11-10 11:18:43,47.30,111.08,39.95,48.33,10000,Running
1762773523587,2025-11-10 11:18:43,53.28,111.53,42.59,59.69,10000,Running
1762773523687,2025-11-10 11:18:43,55.45,111.76,45.56,47.34,10000,Running
1762773523787,2025-11-10 11:18:43,54.40,111.34,48.44,39.45,10000,Running
1762773523887,2025-11-10 11:18:43,53.60,110.60,36.18,52.50,10000,Running
1762773523987,2025-11-10 11:18:43,52.99,114.78,49.62,45.51,10000,Running
1762773524087,2025-11-10 11:18:44,56.70,113.87,44.16,55.25,10000,Running
1762773524187,2025-11-10 11:18:44,52.60,113.55,33.91,49.56,10000,Running
1762773524287,2025-11-10 11:18:44,47.72,115.32,48.65,50.69,10000,Running
1762773524387,2025-11-10 11:18:44,45.43,110.17,44.37,49.35,10000,Running
1762773524487,2025-11-10 11:18:44,49.75,112.58,41.95,63.34,10000,Running
1762773524587,2025-11-10 11:18:44,53.67,110.60,44.81,59.80,10000,Running
1762773524687,2025-11-10 11:18:44,53.14,113.09,39.94,56.18,10000,Running
1762773524787,2025-11-10 11:18:44,49.76,107.09,46.01,56.95,10000,Running
1762773524887,2025-11-10 11:18:44,52.89,110.74,42.11,51.16,10000,Running
1762773524987,2025-11-10 11:18:44,50.92,109.98,38.76,46.59,10000,Running
1762773525087,2025-11-10 11:18:45,41.59,111.77,46.36,61.23,10000,Running
1762773525187,2025-11-10 11:18:45,55.21,107.58,46.40,47.13,10000,Running
1762773525287,2025-11-10 11:18:45,50.39,109.73,44.45,48.13,10000,Running
1762773525387,2025-11-10 11:18:45,49.40,113.62,38.68,40.96,10000,Running
1762773525487,2025-11-10 11:18:45,56.52,115.19,43.34,54.39,10000,Running
1762773525587,2025-11-10 11:18:45,50.06,109.13,40.27,70.37,10000,Running
1762773525687,2025-11-10 11:18:45,50.80,108.43,49.92,65.50,10000,Running
1762773525787,2025-11-10 11:18:45,47.08,111.18,46.69,53.58,10000,Running
1762773525887,2025-11-10 11:18:45,53.05,110.91,45.49,51.59,10000,Running
1762773525987,2025-11-10 11:18:45,51.39,114.21,45.30,63.13,10000,Running
1762773526087,2025-11-10 11:18:46,49.81,115.30,38.56,63.84,10000,Running
1762773526187,2025-11-10 11:18:46,49.51,111.30,45.61,56.19,10000,Running
1762773526287,2025-11-10 11:18:46,45.96,109.62,48.54,72.97,10000,Running
1762773526387,2025-11-10 11:18:46,52.50,109.76,38.59,58.81,10000,Running
1762773526487,2025-11-10 11:18:46,49.62,107.24,38.64,55.03,10000,Running
1762773526587,2025-11-10 11:18:46,54.08,111.52,34.02,58.42,10000,Running
1762773526687,2025-11-10 11:18:46,48.83,109.46,38.88,52.81,10000,Running
1762773526787,2025-11-10 11:18:46,56.16,108.63,48.44,50.70,10000,Running
1762773526887,2025-11-10 11:18:46,46.09,112.32,47.23,62.03,10000,Running
1762773526987,2025-11-10 11:18:46,45.82,108.93,47.64,55.27,10000,Running
1762773527087,2025-11-10 11:18:47,48.38,110.29,43.23,51.61,10000,Running
1762773527187,2025-11-10 11:18:47,46.49,106.03,40.88,71.71,10000,Running
1762773527287,2025-11-10 11:18:47,51.29,109.95,45.73,71.85,10000,Running
1762773527387,2025-11-10 11:18:47,52.26,109.07,41.31,50.72,10000,Running
1762773527487,2025-11-10 11:18:47,50.10,107.57,36.72,44.29,10000,Running
1762773527587,2025-11-10 11:18:47,47.07,108.80,42.95,54.58,10000,Running
1762773527687,2025-11-10 11:18:47,49.64,109.98,45.25,52.57,10000,Running
1762773527787,2025-11-10 11:18:47,44.66,106.13,44.65,63.85,10000,Running
1762773527887,2025-11-10 11:18:47,46.50,106.25,36.41,48.27,10000,Running
1762773527987,2025-11-10 11:18:47,47.38,107.40,47.40,55.61,10000,Running
1762773528087,2025-11-10 11:18:48,50.06,109.17,38.60,48.97,10000,Running
1762773528187,2025-11-10 11:18:48,49.37,106.35,40.78,61.04,10000,Running
